aaab 昌明
skyhu 改选
skyku 昼伏夜出
skymi 联运
skysc 区旗
skyth 改产
skyth 联产
skytt 改进
skytu 改道
skytu 医道
sladi 那时
sldtq 那样
slfim 卧薪尝胆
slhi 那么
slhim 那么些
slhiq 那么样
slhiu 那么着
slhrj 耶和华
slhye 那般
sljrs 联邦直辖区
sllmm 改邪归正
slmk 聊天
slmkg 聊天室
slmkq 颐养天年
slnd 匣子
slndk 耶稣教
slndu 匣子枪
slnmd 耶稣
slnqc 那阵儿
slnqd 那阵子
slo 匠人
sloic 那会儿
slol 那个
slp 匠心
slqmv 聊表
slvio 聊以
slwg 那里
slykp 那达慕
slyks 那边
slypm 那些
smaar 司马昭之心，路人皆知
smahm 卫星
smamr 卫星站
smams 卫星城
smanu 卫冕
smaoo 习题
smbbb 耻骨
smbhu 习见
smbq 习用
smbuo 司空见惯
smdtc 刁横
smebb 刁滑
smend 习染
smeog 刁难
smfbr 习尚
smg 卫士
smgmi 羽坛
smhhk 耻笑
smhma 卫生香
smhma 卫生间
smhmb 卫生巾
smhme 卫生球
smhmk 卫生筷
smhmo 卫生员
smhmp 卫生纸
smhmu 卫生院
smhmv 卫生衣
smhoi 习得
smhqm 卫生
smhqu 羽毛
smhsm 羽扇
smhue 羽毛球
smifu 卫视
smihi 卫戍
smiis 卫戍区
smjnd 习字
smluu 卫星电视
smmd 耻于
smmdu 聊胜于无
smmfk 屡试不爽
smmiw 卫星云图
smmpm 习武
smmuo 刁顽
smmvi 耻辱
smnlo 卫队
smocr 习俗
smoki 职工代表大会
smomc 卫兵
smomn 习气
smoos 习作
smop 羽化
smopr 刁钻
smphm 习性
smpod 习惯于
smpoi 习惯法
smpom 习惯性
smpwo 习惯
smqis 卫护
smrvp 刁民
smsim 习习
smsmc 羽翼
smtn 习艺
smvje 羽绒服
smvmh 羽纱
smvmj 羽绒
smvnd 习好
smvpb 羽扇纶巾
smwmi 卫国
smybr 卫星通信
smyci 刁蛮
smyok 昼夜
smytu 卫道
smyug 卫道士
snarf 剧照
snbu 剧目
sndm 剧本
snehu 刷洗
sngca 剧增
sngnh 剧场
snha 刷白
snhdl 剧种
snhes 剧务
snhlp 匪夷所思
snifg 剧社
snisr 屈打成招
snivj 剧评
snknb 剧痛
snlo 剧中人
snmms 灵机一动
snmnf 剧烈
snmrh 忍气吞声
snmvh 刷牙
snnd 刷子
snnlu 剧院
snoos 剧作
snpqb 剧情
snqki 忍饥挨饿
snqmy 剧毒
snqyt 刷拉
snvmm 剧组
snvmy 剧终
snwdh 剧团
snyce 剧变
snydl 刷新
snymy 刷卡
soabt 欧盟
soboa 聚赌
sodi 尺寸
sodm 尸体
soeil 欧洲
sofmu 聚光
sofun 聚光灯
sohdc 聚积
sohio 匮乏
sohup 聊以自慰
soiib 习以为常
soios 匹夫之勇
soite 尺度
soivf 聚谈
sojit 聚宝盆
solie 尺蠖
solnk 尺牍
solyt 取长补短
somdp 取之于民，用之于民
somfv 取之不尽，用之不竭
somkg 咫尺天涯
sommu 欧元
sommw 屡次三番
somnj 聚歼
somrm 尺码
somwl 耳提面命
sond 尺子
sonla 欧阳
soogd 聚集
soogf 聚焦
soomi 聚会
soomk 聚敛
soomr 聚合
soooo 聚众
soop 欧化
soorh 聚合物
soosd 寻欢作乐
sopar 尽人皆知
soper 耳软心活
soqip 聚拢
sorrj 群众路线
sosjr 聚居
sotbk 聚散
sotcm 欧共体
soter 聚落
sotgk 欧美
sothu 聚首
sotkf 群众关系
sovmc 群众组织
sovwy 欧姆
soyev 聚餐
soyis 群众运动
soykl 聚齐
spa 忌日
spab 聪明
spbbe 忍受
spbhe 屁股
spbub 耳聪目明
spbur 寻死觅活
speaf 尼泊尔
sphey 忍冬
sphhm 居民身份证
spikp 尼龙
spipb 尼龙布
spipb 尼龙网
spipj 尼龙袜
spipu 尼龙绳
spipv 尼龙袋
spivm 忍让
spivr 屁话
spivs 忌讳
spjln 屁事
spjrn 尼古丁
spjv 慰安
spkii 匠心独运
spknb 忍痛
splrl 寻花问柳
splrr 慰问品
splru 慰问电
splsr 慰问
spmbi 忍耐
spmkt 异想天开
spmmv 忌辰
spmuu 群龙无首
spmvi 忍辱
spnus 慰勉
spoiv 忌食
spoor 改恶从善
sporo 司乘人员
spoyk 聪敏
spp 忍心
sppav 忌恨
sppdo 聪颖
spqjp 聪慧
spr 忌口
spryb 忌嘴
spsrn 居心叵测
sptbs 慰劳
sptqa 慰藉
spvhs 忌妒
spvjr 尼姑
spvru 尼姑庵
spyvs 尽心竭力
sqahm 群星
sqbrg 群雕
sqgou 群起
sqhdn 犀利
sqhon 肆行
sqhq 犀牛
sqiln 擘划
sqjku 异军突起
sqkig 群雄
sqknd 羼杂
sqnbg 犀角
sqodm 群体
sqogd 群集
sqono 群像
sqooo 群众
sqpqb 群情
sqpyu 群岛
sqseo 群聚
sqsjr 群居
sqske 群殴
sqter 群落
sqtys 群芳
squ 群山
squhj 群峰
sqvha 群婚
sqypm 肆虐
sqyrg 群言堂
sqytp 肆意
sqyvp 群氓
srbhu 召见
srbkf 居然
srbrh 异口同声
srde 君权
srdhn 司机
srduh 群口相声
srebn 叵测
sregi 司法
srfis 司炉
srgcv 居丧
srhes 司务
srhey 居处
srhhw 居留
srhoo 司徒
srhsl 居所
srhwe 居留权
srhwm 居留证
srikq 司库
srjmg 居室
srjmo 居家
srjrg 刁钻古怪
srl 居中
srlla 君临
srlsa 居间
srmd 居于
srmdp 取信于民
srmg 君王
srmki 联合政府
srmks 居功
srmt 召开
srnd 君子
srnd 髻子
srndm 君子兰
srnin 居多
srnir 匿名
srnrr 匿名信
srnvm 司马
srodo 召集人
srogd 召集
srogm 居住证
sroii 司令
sroik 司仪
sroil 司令部
sroio 司令员
sroro 司售人员
sroyg 居住
sroyp 尽如人意
srp 居心
srqkm 改名换姓
srqse 匿报
srrnk 召唤
srron 譬喻
srrpf 居民点
srrps 居民区
srrpv 居民楼
srrrd 聒噪
srrso 司号员
srrvp 居民
srse 屙尿
srsfd 屙屎
srsj 聒耳
srsyk 尽善尽美
srtis 匿藏
srtvi 司药
srvnn 联合收割机
srvr 譬如
srwr 召回
sryg 君主
srygw 君主国
sryij 联合战线
sryyc 匿迹
ssahm 巨星
ssbq 聘用
ssbqn 聘用制
ssc 聘金
sseiv 巨浪
ssgfo 巨款
ssgmb 局域网
sshbn 巨制
ssids 聘书
ssifu 聘礼
ssikp 巨龙
ssioo 巨资
ssivb 聘请
ssjmw 巨富
ssjro 巨额
ssk 巨大
sskqp 巨轮
sslbw 巨幅
sslnk 巨奖
sslsr 聘问
ssmio 职务工资
ssmng 巨型
ssmub 巨无霸
ssmwl 局面
ssnd 巨子
ssnd 局子
ssnlv 局限
ssnyo 局外人
sso 巨人
ssobo 局内人
ssogn 聘任制
ssohg 聘任
ssoro 局促
ssqis 局势
ssshl 巨匠
sssjq 巨擘
sstja 巨著
ssvmw 巨细
ssyce 巨变
ssyk 巨头
ssyrl 局部
sta 异日
sta 翌日
stbdh 异彩
stbhu 异见
stbmr 异同
stdh 异才
stdtq 异样
stfbb 异常
stfdk 异类
stfhl 刀耕火种
stgim 异域
stgoe 异趣
stgpd 异地
sthda 异香
sthed 屏条
sthnk 屏风
sthqh 异物
sthu 尸首
sthup 屏息
stivk 异议
stivk 异读
stjdk 异教
stlsj 异闻
stmd 异于
stmng 异型
stnd 屉子
stnld 屏除
stnlj 屏障
sto 异人
stodm 异体
stomd 异体字
stomn 屏气
stop 异化
stoq 翌年
stp 异心
stphm 异性
stqfv 尸位素餐
stqjl 异邦
stqvg 熙来攘往
strjd 异味
stsu 异己
sttab 屏幕
sttew 屏藩
sttfk 屏蔽
stvhm 异姓
stvvh 异乡
stwmi 异国
styav 屏退
styit 屏弃
styk 异文
stymr 异言
stysk 异族
stytb 异端
suau 尾巴
subbb 尾骨
subde 屈膝
subhu 己见
subkf 已然
subse 屈服
subss 凹凸
sudh 屈才
sudne 已极
sudog 尾椎
suemj 层峦叠嶂
sufmn 尾灯
sufvk 尾数
sugah 尾声
suhog 已往
suhxh 屈身
suivk 耽误
sujrk 已故
sukrm 屈驾
sulle 凹版
sumfo 刀枪不入
sumfq 屡见不鲜
sumfs 层出不穷
sumnp 屈死
sumrp 忍无可忍
sumvi 屈辱
sumwl 凹面
sumyl 耳目一新
sunlb 尾随
sunlx 凹陷
suohg 己任
suokr 已知
suomn 尾气
suonh 刀光剑影
suoo 屈从
suopu 凹镜
sup 屈心
suqlr 耽搁
suqpa 屈指
susjr 屈居
susmc 尾翼
susmm 尾羽
suspj 肆无忌惮
sutsl 屈节
sutwi 屈尊
suvha 已婚
suvmm 已经
suyfu 屈就
suyhr 尾追
suyhs 己方
suyta 尾音
svalk 展映
svdss 展柜
svgpd 展地
svir 展台
svivj 展评
svjem 展翅
svjmg 展室
svjnk 展卖
svjnm 寻根究底
svjtu 展宽
svkhr 鬣狗
svliu 展览
svlui 展览会
svlur 展览馆
svmbr 展露
svmgu 展现
svmmf 展示
svmmn 展厅
svmmo 屡次
svmt 展开
svnvr 展馆
svobi 展销会
svopb 展销
svoyt 展位
svqhw 展播
svrrr 展品
svseu 屁滚尿流
svsfv 屡屡
svsk 展区
svtcb 展期
svuu 展出
svwpu 居安思危
svybg 展望
svyta 屡遭
svytd 娶亲
swadi 届时
swbrm 异曲同工
swetb 届满
swodh 异国他乡
swtcb 届期
syaj 尽早
syamg 尽量
syamo 尽是
syatc 尽显
sybkf 尽然
sybkq 匪军
sybmc 卧具
syfmc 尽兴
syfvk 尽数
syhgu 尽先
syhjr 尽管
syhoo 匪徒
syhss 卧房
syid 卧床
syifb 匪祸
syihm 卧底
syiot 匪盗
syjkd 尽孝
syjmg 卧室
sykmb 卧病
sykq 卧车
sykqn 卧轨
syks 尽力
syllp 匪患
sylp 尽忠
syoln 卧佛
syopb 卧铺
syp 尽心
sypdk 尽快
sypqb 尽情
syqlb 匪帮
syqmo 尽责
sysjc 尽职
sythu 匪首
syvhi 灵丹妙药
syvvd 匪巢
syyk 尽头
taa 昔日
taarf 普照
taayf 暮景
tadam 普查
taegi 普法
taejd 普洱茶
tafdk 普米族
tafdk 薯类
tahdf 著称
tahdf 暮秋
taids 著书
taite 普度
tajdk 普教
tajka 著者
tambv 暮霭
tamky 普天下
tanau 暮色
tanej 普及率
tanem 普及本
tanhe 普及
tanir 著名
tanlq 普降
tanme 著录
taomn 暮气
taoos 著作
taoq 昔年
taoq 暮年
taose 著作权
taoso 著作人
tapdk 普快
taqka 暮春
tateb 菖蒲
taybm 普遍性
taybr 普通话
tayhb 普遍
tayhu 普选
tayic 著述
tayk 著文
taynb 普通
tba 朔日
tbbuh 期盼
tbbvc 节骨眼儿
tbcik 蒲公英
tbdhl 蒲柳
tbdj 期末
tbdnc 带刺儿
tbetb 期满
tbfdh 藕粉
tbhgk 尊师重教
tbhgu 尊师重道
tbhlo 若有所失
tbhlp 若有所思
tbhmr 幕后
tbhnk 朔风
tbhoh 带徒弟
tbhoi 期待
tbhqm 萌生
tbhrh 曲高和寡
tbhsk 莴笋
tbhsm 蒲扇
tbhss 期房
tbimf 荫凉
tbioi 幕府
tbipp 荫庇
tbive 萌发
tbivj 期许
tbivr 带话
tbjks 期考
tbkb 带有
tbkbo 兼而有之
tbkdu 苛捐杂税
tbklb 幕布
tbl 期中
tblmk 带状
tblpc 期冀
tblsa 期间
tblwu 带电
tbmds 业精于勤
tbmgd 甚而至于
tbmgg 带班
tbmis 萌动
tbmis 带动
tbmjn 期刊
tbmso 劳师动众
tbmus 劳而无功
tbmwf 期票
tbnau 藕色
tbnd 蒿子
tbnd 带子
tbnlo 带队
tbnlv 期限
tbnms 带劲
tbnwm 带鱼
tboio 带领
tbokf 幕僚
tbomc 带兵
tbopo 期货
tboq 期年
tbpru 蒲包
tbqrd 带操
tbrmr 带路
tbsem 荫翳
tbsrn 蒲剧
tbtaj 蒿草
tbtaj 蒲草
tbtfk 荫蔽
tbtis 葫芦
tbtkk 期期艾艾
tbtmh 萌芽
tbtor 藕荷
tbtpu 葡萄
tbtqb 菁菁
tbtra 若明若暗
tbtss 莴苣
tbtuf 葡萄灰
tbtuj 葡萄干
tbtur 葡萄糖
tbtuw 葡萄酒
tbtwd 带菌
tbtwu 养精蓄锐
tbtyb 茼蒿
tbtyl 带薪
tbvdc 带好儿
tbvmy 期终
tbwdh 蒲团
tbwho 共青团员
tbwio 共商国是
tbwvf 带累
tbybg 朔望
tbybg 期望
tbygm 期望值
tbyhs 朔方
tbyk 带头
tbyko 带头人
tbykq 带头羊
tbyuo 敬而远之
tcadi 共时
tcadi 其时
tcaia 黄金时间
tcaip 黄金时代
tcbbe 兼爱
tcbbm 典册
tcbmr 共同
tcbrf 共同点
tcbrm 共同体
tcbrm 共同性
tcbrr 共同语
tcc 黄金
tccbr 黄金周
tcdes 黄皮书
tcdnh 黄杨
tcdyb 黄梅雨
tcdyi 黄梅戏
tcedn 黄粱梦
tceds 散兵游勇
tcefh 黄沙
tcelw 黄油
tcemr 黄河
tcemw 黄酒
tceos 黄泛区
tceoy 黄海
tcett 黄澄澄
tceyl 共济
tcfd 黄米
tcfmn 黄灯
tcfog 黄雀
tcfsm 典当
tcfuu 黄灿灿
tcg 黄土
tcgdb 黄金地带
tcgoy 共赴
tcgyv 黄壤
tchae 黄泉
tchap 黄昏恋
tchdg 兼程
tchdr 共和
tches 业务
tchew 兼备
tchey 共处
tchjr 共管
tchjr 兼管
tchlo 黄种人
tchmr 其后
tchnd 黄梨
tchpa 黄昏
tchq 黄牛
tchqa 典籍
tchqm 共生
tchrn 共和制
tchrw 共和国
tchso 业务员
tchvo 黄瓜
tchvv 黄鼠狼
tchvw 黄鼬
tcids 黄书
tcifu 典礼
tcijc 黄麻
tcite 共度
tcivc 共识
tcivd 共谋
tcivd 兼课
tcivj 共计
tcivr 共话
tcjcr 兼容
tcjdk 黄教
tcjln 共事
tcjnk 典卖
tcjrk 典故
tcjyk 其实
tck 业大
tckam 黄疸
tckb 共有
tckb 兼有
tckhu 共犯
tckld 共存
tcl 其中
tclij 黄蜂
tcllb 业师
tcllj 黄牌
tclnw 黄酱
tclsa 其间
tclvg 黄褐斑
tcmbm 黄鹂
tcmgg 黄斑
tcmgm 典型性
tcmgp 典型化
tcmhg 典雅
tcmks 黄历
tcmmo 其次
tcmng 典型
tcmrt 黄豆
tcmth 黄豆芽
tcmvo 兼顾
tcmwm 苏醒
tcnau 黄色
tcnkq 共建
tcnmr 黄鳝
tcnn 黄了
tcnra 美其名曰
tcnus 共勉
tcnwm 黄鱼
tco 其人
tcob 业内
tcohg 兼任
tcomd 其余
tcomd 业余
tcopb 黄铜
tcopd 其他
tcopo 苏铁
tcphm 共性
tcpuq 黄包车
tcqbw 共青团
tcqfb 黄热病
tcqmn 苏打
tcqmv 共振
tcqmy 黄毒
tcqvp 黄表纸
tcqwl 典押
tcrpm 共鸣
tcseo 共聚
tcsjc 兼职
tcsjk 苏联
tcsjr 共居
tcsk 苏区
tcsrn 苏剧
tcsu 业已
tctbd 共荣
tctbm 黄莺
tctbr 兼营
tcteu 典范
tcthp 黄芪
tctop 黄花
tctpd 黄花菜
tctpm 黄花鱼
tctq 黄羊
tctt 兼并
tctvb 黄萎病
tctwy 黄曲霉
tcvgk 苏维埃
tcvmm 业经
tcvmo 业绩
tcvms 苏绣
tcybb 黄帝
tcycb 共商
tcyg 业主
tcyhu 共产党
tcyif 黄熟
tcykq 黄连
tcynb 共通
tcyqf 黄连素
tcyrd 共享
tcysd 兼施
tcytj 典章
tcytu 黄道
tdaaa 茶晶
tdaop 茶匙
tdbdu 孳乳
tdbmc 茶具
tdc 菜金
tdcwj 菜单
tddav 孽根
tddei 茶树
tddfv 茶楼
tddhe 菜板
tddjr 荣枯
tddmf 茶杯
tde 茶水
tdelw 茶油
tdelw 菜油
tdenh 茶汤
tdfcq 荐举
tdfcr 荣誉
tdfdd 菜籽
tdfdk 藻类
tdfis 茶炉
tdfmu 荣光
tdfno 茶炊
tdfrp 荣誉感
tdfug 荣耀
tdgbc 茶壶
tdgkd 菜墩子
tdgnh 茶场
tdgnh 菜场
tdgpd 菜地
tdgtj 荣幸
tdhbv 茶农
tdhbv 菜农
tdhdl 孽种
tdhhn 鞠躬
tdhmv 落地生根
tdhn 茶几
tdhq 菜牛
tdhrq 前呼后拥
tdhss 茶房
tdht 荣升
tdhtd 菜篮子
tdhvf 菜系
tdhvo 菜瓜
tdhyt 茶盘
tdifg 茶社
tdig 茶庄
tdijt 茶盏
tdiob 荣膺
tdiog 茶座
tdipm 菜式
tdiri 茶话会
tdiva 菜谱
tdivu 荣记
tdiyr 菜店
tdjcr 菜窖
tdjvd 菜案
tdkkb 菜肴
tdkmr 鹊巢鸠占
tdlbt 茶盅
tdllm 荣归
tdlvu 茶褐色
tdmrr 茶碱
tdmrt 菜豆
tdmru 茶碗
tdmus 其乐无穷
tdmvi 荣辱
tdnau 茶色
tdnau 菜色
tdner 茶余饭后
tdnlj 孽障
tdnot 荣登
tdnvb 藻饰
tdnve 茶饭
tdnve 菜饭
tdnvr 茶馆
tdnvr 菜馆
tdo 某人
tdohg 荣任
tdoiv 茶食
tdol 某个
tdomd 艺术体操
tdomi 茶会
tdopj 茶钱
tdopj 荣华
tdopu 茶镜
tdoqo 孽债
tdoro 勤杂人员
tdoum 茶缸
tdp 菜心
tdpac 草木皆兵
tdqbd 菜帮子
tdqeg 菜摊
tdqmy 荼毒
tdrj 茶叶
tdrj 菜叶
tdrji 茶叶蛋
tdrrr 菜品
tdsh 菜刀
tdtgg 菜薹
tdtho 茱萸
tdtkk 荣获
tdtmd 某某
tdtn 茶艺
tdtnu 菜蔬
tdtop 茶花
tdtop 菊花
tdtop 菜花
tdtpd 菊花茶
tdtrd 勤学苦练
tdtt 藻井
tdtyl 荸荠
tdwgg 菜畦
tdwhd 菜团子
tdwib 菜圃
tdwmu 茶园
tdwmu 菜园
tdyad 茶桌
tdyav 荣退
tdybh 菜市场
tdyk 芋头
tdylb 菜市
tdypm 某些
tdyrf 茶点
tdyrf 菜点
tdyrn 茶亭
tdyt 荣立
tdytu 茶道
teavl 暮鼓晨钟
tec 蔓儿
tedkr 藤椅
teduj 萍水相逢
tehdu 藤箱
tehed 藤条
tehqm 蔓生
tellj 藤牌
temge 藤球
temth 菱形
tenbg 菱角
tend 藤子
tenkm 蔓延
teqrv 花枝招展
tetae 藤蔓
tetbd 菠菜
tetej 芨芨草
tetni 菠萝蜜
tetwn 菠萝
tetwn 藤萝
tevmb 藤编
tfau 蔫巴
tfaym 蒸蒸日上
tfbfm 蒸腾
tfbmk 美不胜收
tfcho 劳燕分飞
tfdhe 羔皮
tfenn 蒸汽机
tfenr 蒸汽浴
tfeon 蒸汽
tfesp 蒜泥
tffdr 蔗糖
tfffh 煎炒
tffmu 荧光
tffog 燕雀
tffuh 惹火烧身
tffuh 荧光粉
tffun 荧光灯
tffut 荧光屏
tfgkf 煎熬
tfgvr 苦不堪言
tfhbv 蔗农
tfhip 蒸笼
tfisn 蔚然成风
tfive 蒸发
tfjcb 燕窝
tflqb 勒紧裤带
tfmud 荡然无存
tfnd 羔子
tfnd 燕子
tfnvk 蒸饺
tfnvt 煎饼
tfnvt 蒸饼
tfnvw 蒸馏
tfnwe 蒸馏水
tfomn 蒸气
tfopb 蒸锅
tfpmf 萦怀
tfqme 燕麦
tfstt 荧屏
tfsue 燕尾服
tftab 荧幕
tftgg 蒜薹
tftlc 蒜黄
tftq 羔羊
tftro 茫然若失
tftvi 煎药
tftw 蒜苗
tfvmu 萦绕
tfw 蔗田
tfwr 萦回
tfyjc 蒜瓣儿
tfyk 蒜头
tgbau 基肥
tgbmo 墓冢
tgbrd 羞臊
tgbyk 塑胶
tgc 基金
tgcoi 基金会
tgdm 基本
tgdmf 基本点
tgdmi 基本法
tgdmm 基本上
tgdms 基本功
tgdtq 鞋样
tgelw 鞋油
tgesm 羞涩
tgfdj 塑料
tgfjb 塑料布
tgfvk 基数
tggce 羞赧
tgggi 塑封
tggp 墓志
tggpd 基地
tggpd 墓地
tggpr 墓志铭
tggyn 基坑
tghda 藿香
tghjo 基质
tghrr 羞答答
tgihm 基底
tgihm 鞋底
tgimg 基准
tgiog 基座
tgirk 基诺族
tgivb 基调
tgjbb 花里胡哨
tgjc 墓穴
tgjln 董事
tgjmg 墓室
tgjni 董事会
tgjno 董事长
tgldj 鞋袜
tgmd 基于
tgmd 羞于
tgmj 基干
tgmr 基石
tgmrj 墓碑
tgmru 基础
tgmud 基础课
tgmvi 羞辱
tgmwl 鞋面
tgnau 基色
tgnd 茬子
tgnd 鞋子
tgnkq 基建
tgo 羞人
tgono 塑像
tgont 英雄气短
tgool 基价
tgopb 塑钢
tgpgi 羞怯
tgphi 羞愧
tgphm 塑性
tgpjo 羞愤
tgpkl 羞惭
tgpot 茅塞顿开
tgpyk 羞恼
tgqhn 曲里拐弯
tgqig 鞋垫
tgqkd 鞋拔子
tgqlb 鞋帮
tgqmv 墓表
tgr 茬口
tgrvc 鞋跟儿
tgsbn 鞋刷
tgshl 鞋匠
tgsjm 羞耻
tgsmi 基层
tgtbd 蕹菜
tgtc 基业
tgtcn 郑重其事
tgtgb 荏苒
tgtjb 鞋带
tgtmt 墓葬
tgvmj 基线
tgwk 基因
tgwkq 基因库
tgwsy 基围虾
tgygk 英雄主义
tgyhr 塑造
tgyrf 基点
tgytu 墓道
tgyuk 基督教
tgyuo 基督徒
thafh 剪影
thbdh 剪彩
thbor 剪贴
thdbb 茅棚
thehd 荡涤
thete 荡漾
thfuo 共产党员
thfyu 羊肠小道
thgyn 茅坑
thhby 荡舟
thhss 茅房
thiis 茅庐
thist 茂盛
thive 剪发
thjiv 剪裁
thjpu 茂密
thkqj 剪辑
thmfj 荡平
thmwf 剪票
thnd 芽子
thnd 剪子
thnld 剪除
thnld 荡除
thnme 葬身鱼腹
thnrb 莎阿南
thomr 茅舍
thpsh 剪切
thqed 蓝牙技术
thqse 剪报
thqyv 剪接
thsh 剪刀
thsmg 茅屋
thtaj 茅草
thtaj 莎草
thteh 荡荡
thtys 芬芳
thvmp 剪纸
thvsm 荡妇
thvup 荒谬绝伦
thwif 共产国际
thygk 共产主义
tibkf 蔚然
tibmc 药具
tibnu 薄脆
tibq 药用
tibtk 薄膜
tibtr 药膳
tiddh 药材
tidhb 药棉
tidhe 薄板
tidit 药械
tidom 药检
tie 药水
tiecr 药浴
tiedm 药渣
tiemw 薄酒
tiemw 药酒
tieyk 药液
tif 萤火
tifdh 药粉
tifli 萤火虫
tifmu 萤光
tigpd 薄地
tigtj 薄幸
tihap 药皂
tihbv 药农
tihda 芸香
tihdf 尊称
tihdf 蔑称
tihdn 薄利
tihdu 药箱
tihjg 尊重
tihoi 薄待
tihq 羚牛
tihqh 药物
tihrl 前俯后仰
tihru 戡乱
tihss 药房
tihwj 尊卑
tihyu 养尊处优
tiich 荨麻疹
tiifu 蔑视
tiifu 薄礼
tiijc 荨麻
tiiyr 药店
tijcr 尊容
tijqr 药害
tikeu 蔚为大观
tikni 药丸
tikrm 尊驾
tiks 药力
tilgu 蔚为壮观
tillb 尊师
tillb 药师
tilll 药片
tilmo 尊贵
tilno 药费
tily 药补
tim 药工
timbs 薄雾
timfk 敬谢不敏
timgg 药理
timr 药石
timr 萤石
timrt 芸豆
timth 尊严
timwl 药面
tind 茧子
tinld 药引子
tinmm 薄弱
tinvj 药饵
tinvt 薄饼
tiogd 荟集
tiogd 药罐子
tioml 薄命
tioom 芸芸众生
tiopb 药铺
tiopj 药针
tioqt 营私舞弊
tioyp 差强人意
tiphm 药性
tipo 尊长
tipqb 薄情
tiqje 薄技
tiqkq 尊奉
tiqoo 尊夫人
tiqpd 药捻子
tir 尊口
tirjd 药味
tirms 尊号
tirrr 药品
titaa 薄暮
titaj 薅草
titaj 药草
titbc 药典
titbi 莹莹
titlt 蔚蓝
titmd 善罢甘休
titmt 薄葬
titod 药茶
titor 薄荷
titq 羚羊
titqb 羚羊角
titrk 尊敬
titrk 薄荷脑
tittn 药瓶
titvi 芍药
tityj 荟萃
tiujf 尊崇
tivmd 菟丝子
tivrr 劳逸结合
tivvm 茧丝
tiw 薄田
tiyhs 药方
tiykk 药效
tiyln 药剂
tiymc 荣辱与共
tiynb 药剂师
tiyrb 药膏
tjbym 草写
tjd 草木
tjdbb 草棚
tjdci 蓬松
tjdhe 草皮
tjdii 蓬松松
tjdkf 草木灰
tjdm 草本
tjdmf 草标
tjeeg 草滩
tjeeq 草泽
tjemw 斟酒
tjepm 草鸡
tjfbg 草堂
tjfdd 莘莘学子
tjfdj 草料
tjgmj 草坪
tjgnh 草场
tjgpd 草地
tjhdb 草稿
tjhom 草签
tjhqu 茸毛
tjhru 蓬乱
tjhss 草房
tjids 草书
tjimc 草底儿
tjitb 草席
tjjcb 草窝
tjjdk 草字头
tjjds 蓬勃
tjjme 草寇
tjjnd 草字
tjjvd 草案
tjkf 草灰
tjlbu 草帽
tjlmi 草虫
tjlmv 落叶归根
tjmhf 草原
tjmwe 草酸
tjmwi 斟酌
tjmyn 甘拜下风
tjnd 凿子
tjnld 革除
tjnms 草驴
tjnmt 茕茕孑立
tjnwm 草鱼
tjodm 草体
tjoiv 草食
tjolo 革命家
tjolp 革命化
tjoml 革命
tjoom 草丛
tjoun 草创
tjowg 鞭辟入里
tjpru 草包
tjpw 草甸
tjqgd 草垫子
tjqig 草垫
tjqvo 草拟
tjrmf 萍踪
tjrvp 草民
tjshe 革履
tjsjc 革职
tjsje 萃取
tjsmg 草屋
tjtaj 草草
tjtbk 蓬散
tjtcj 凿凿
tjtdt 蓬莱
tjthj 芊芊
tjthn 茉莉
tjtit 草莽
tjtjg 草鞋
tjtnp 茉莉花
tjtol 草芥
tjtoy 草莓
tjtsj 茸茸
tjtvi 草药
tjtvr 草菇
tjtyb 蓬蒿
tjtyj 莘莘
tjtyj 蓬蓬
tjvmb 草编
tjvme 草绿
tjvmi 草约
tjvmp 草纸
tjwd 苹果
tjwde 苹果绿
tjwgn 草野
tjwhy 草图
tjydl 革新
tjyij 草率
tjykg 草头王
tkab 英明
tkaop 羹匙
tkarf 关照
tkayf 美景
tkbbe 敬爱
tkbbe 关爱
tkbhm 获胜
tkbhu 美貌
tkbhu 散见
tkbll 革故鼎新
tkboa 敬赠
tkbrk 普天同庆
tkbse 敬服
tkby 关丹
tkc 美金
tkcio 敬颂
tkcmg 美猴儿王
tkddn 美梦
tkdf 英杰
tkdfb 鞭梢
tkdh 英才
tkdhe 散板
tkdhn 关机
tkdi 英寸
tkdtk 英模
tkeae 散漫
tkebu 美观
tkei 散戏
tkeib 艾滋病
tkeii 美滋滋
tkeil 美洲
tkemw 美酒
tkemw 敬酒
tketb 美满
tkewd 花天酒地
tkeyg 关注
tkeyh 关涉
tkfbd 美学
tkfbd 散学
tkfcr 美誉
tkfmu 散光
tkfpu 鞭炮
tkgah 美声
tkgnh 散场
tkgrw 蓬头垢面
tkha 茭白
tkhbn 英制
tkhdb 鞭策
tkhdf 美称
tkhdn 获利
tkhdp 获悉
tkhdq 获释
tkhdu 关税
tkhfb 关系网
tkhfd 关乎
tkhfs 关系户
tkhgr 敬告
tkhhi 散射
tkhir 鞭笞
tkhjg 敬重
tkhob 莫须有
tkhoi 获得
tkhop 美德
tkhqo 散失
tkhru 散乱
tkhsm 葵扇
tkhvf 关系
tkid 美术
tkidd 美术字
tkidl 美术片
tkidl 美术界
tkido 美术家
tkidr 美术馆
tkiek 获救
tkifu 敬祝
tkifu 敬礼
tkimg 获准
tkiog 散座
tkioy 普天之下
tkirp 美感
tkitb 散席
tkivb 敬请
tkive 美发
tkive 散发
tkivf 美谈
tkivr 英语
tkivr 敬语
tkivu 散记
tkjbb 艾窝窝
